2025,1,user1,식비,200000
2025,1,user1,교통,100000
2025,1,user1,쇼핑,150000
2025,1,user1,기타,70000
2025,2,user1,식비,200000
2025,2,user1,교통,100000
2025,2,user1,쇼핑,150000
2025,2,user1,기타,70000
2025,3,user1,식비,200000
2025,3,user1,교통,100000
2025,3,user1,쇼핑,150000
2025,3,user1,기타,70000
2025,4,user1,식비,200000
2025,4,user1,교통,100000
2025,4,user1,쇼핑,150000
2025,4,user1,기타,70000
2025,5,user1,식비,200000
2025,5,user1,교통,100000
2025,5,user1,쇼핑,150000
2025,5,user1,기타,70000
2025,6,user1,식비,200000
2025,6,user1,교통,100000
2025,6,user1,쇼핑,150000
2025,6,user1,기타,70000
2025,7,user1,식비,250000
2025,7,user1,교통,120000
2025,7,user1,쇼핑,200000
2025,7,user1,기타,150000
2025,8,user1,식비,250000
2025,8,user1,교통,120000
2025,8,user1,쇼핑,200000
2025,8,user1,기타,150000
2025,9,user1,식비,200000
2025,9,user1,교통,100000
2025,9,user1,쇼핑,150000
2025,9,user1,기타,70000
2025,10,user1,식비,200000
2025,10,user1,교통,100000
2025,10,user1,쇼핑,150000
2025,10,user1,기타,70000
2025,11,user1,식비,250000
2025,11,user1,교통,100000
2025,11,user1,쇼핑,300000
2025,11,user1,기타,150000
2025,12,user1,식비,250000
2025,12,user1,교통,100000
2025,12,user1,쇼핑,300000
2025,12,user1,기타,150000
2025,1,user2,식비,250000
2025,1,user2,교통,30000
2025,1,user2,쇼핑,250000
2025,1,user2,기타,80000
2025,2,user2,식비,250000
2025,2,user2,교통,30000
2025,2,user2,쇼핑,250000
2025,2,user2,기타,80000
2025,3,user2,식비,250000
2025,3,user2,교통,30000
2025,3,user2,쇼핑,250000
2025,3,user2,기타,80000
2025,4,user2,식비,250000
2025,4,user2,교통,30000
2025,4,user2,쇼핑,250000
2025,4,user2,기타,80000
2025,5,user2,식비,250000
2025,5,user2,교통,30000
2025,5,user2,쇼핑,250000
2025,5,user2,기타,80000
2025,6,user2,식비,250000
2025,6,user2,교통,30000
2025,6,user2,쇼핑,250000
2025,6,user2,기타,80000
2025,7,user2,식비,300000
2025,7,user2,교통,50000
2025,7,user2,쇼핑,350000
2025,7,user2,기타,150000
2025,8,user2,식비,300000
2025,8,user2,교통,50000
2025,8,user2,쇼핑,350000
2025,8,user2,기타,150000
2025,9,user2,식비,250000
2025,9,user2,교통,30000
2025,9,user2,쇼핑,300000
2025,9,user2,기타,80000
2025,10,user2,식비,250000
2025,10,user2,교통,30000
2025,10,user2,쇼핑,300000
2025,10,user2,기타,80000
2025,11,user2,식비,300000
2025,11,user2,교통,30000
2025,11,user2,쇼핑,450000
2025,11,user2,기타,150000
2025,12,user2,식비,300000
2025,12,user2,교통,30000
2025,12,user2,쇼핑,450000
2025,12,user2,기타,150000
2025,1,user3,식비,80000
2025,1,user3,교통,20000
2025,1,user3,쇼핑,150000
2025,1,user3,기타,50000
2025,2,user3,식비,80000
2025,2,user3,교통,20000
2025,2,user3,쇼핑,150000
2025,2,user3,기타,50000
2025,3,user3,식비,80000
2025,3,user3,교통,20000
2025,3,user3,쇼핑,150000
2025,3,user3,기타,50000
2025,4,user3,식비,80000
2025,4,user3,교통,20000
2025,4,user3,쇼핑,150000
2025,4,user3,기타,50000
2025,5,user3,식비,100000
2025,5,user3,교통,20000
2025,5,user3,쇼핑,300000
2025,5,user3,기타,70000
2025,6,user3,식비,100000
2025,6,user3,교통,20000
2025,6,user3,쇼핑,300000
2025,6,user3,기타,70000
2025,7,user3,식비,100000
2025,7,user3,교통,20000
2025,7,user3,쇼핑,300000
2025,7,user3,기타,70000
2025,8,user3,식비,100000
2025,8,user3,교통,20000
2025,8,user3,쇼핑,300000
2025,8,user3,기타,70000
2025,9,user3,식비,100000
2025,9,user3,교통,30000
2025,9,user3,쇼핑,200000
2025,9,user3,기타,50000
2025,10,user3,식비,100000
2025,10,user3,교통,30000
2025,10,user3,쇼핑,200000
2025,10,user3,기타,50000
2025,11,user3,식비,120000
2025,11,user3,교통,30000
2025,11,user3,쇼핑,350000
2025,11,user3,기타,80000
2025,12,user3,식비,120000
2025,12,user3,교통,30000
2025,12,user3,쇼핑,350000
2025,12,user3,기타,80000
2026,1,user1,식비,220000
2026,1,user1,교통,100000
2026,1,user1,쇼핑,170000
2026,1,user1,기타,80000
2026,2,user1,식비,220000
2026,2,user1,교통,100000
2026,2,user1,쇼핑,170000
2026,2,user1,기타,80000
2026,3,user1,식비,220000
2026,3,user1,교통,100000
2026,3,user1,쇼핑,170000
2026,3,user1,기타,80000
2026,4,user1,식비,220000
2026,4,user1,교통,100000
2026,4,user1,쇼핑,170000
2026,4,user1,기타,80000
2026,5,user1,식비,220000
2026,5,user1,교통,100000
2026,5,user1,쇼핑,170000
2026,5,user1,기타,80000
2026,6,user1,식비,220000
2026,6,user1,교통,100000
2026,6,user1,쇼핑,170000
2026,6,user1,기타,80000
