2025-01-05,수입,300000,용돈,부모님 용돈
2025-01-07,지출,12000,식비,메가커피
2025-01-09,지출,8500,식비,편의점
2025-01-11,지출,18000,식비,점심
2025-01-13,지출,5000,교통,버스
2025-01-15,지출,89000,쇼핑,후드티
2025-01-18,지출,15000,쇼핑,다이소
2025-01-21,지출,12000,기타,영화
2025-01-24,지출,25000,쇼핑,화장품
2025-01-27,지출,22000,식비,배달음식
2025-01-30,지출,7000,식비,카페
2025-02-05,수입,300000,용돈,부모님 용돈
2025-02-07,지출,13000,식비,스타벅스
2025-02-09,지출,9000,식비,편의점
2025-02-11,지출,20000,식비,점심
2025-02-13,지출,5000,교통,버스
2025-02-15,지출,120000,쇼핑,맨투맨
2025-02-18,지출,25000,쇼핑,화장품
2025-02-20,지출,15000,기타,영화
2025-02-23,지출,18000,쇼핑,액세서리
2025-02-26,지출,25000,식비,배달음식
2025-02-28,지출,8000,식비,카페
2025-03-05,수입,300000,용돈,부모님 용돈
2025-03-07,지출,15000,식비,카페
2025-03-09,지출,9000,식비,편의점
2025-03-11,지출,18000,식비,점심
2025-03-14,지출,5000,교통,버스
2025-03-16,지출,150000,쇼핑,운동화
2025-03-18,지출,20000,쇼핑,화장품
2025-03-21,지출,15000,기타,영화
2025-03-24,지출,35000,쇼핑,가방
2025-03-27,지출,28000,식비,배달음식
2025-03-30,지출,9000,식비,카페
2025-04-05,수입,300000,용돈,부모님 용돈
2025-04-07,지출,15000,식비,카페
2025-04-09,지출,10000,식비,편의점
2025-04-11,지출,20000,식비,점심
2025-04-14,지출,5000,교통,버스
2025-04-16,지출,180000,쇼핑,봄옷
2025-04-18,지출,30000,쇼핑,화장품
2025-04-21,지출,20000,기타,네일
2025-04-24,지출,25000,쇼핑,액세서리
2025-04-27,지출,30000,식비,배달음식
2025-04-30,지출,10000,식비,카페
2025-05-05,수입,300000,용돈,부모님 용돈
2025-05-07,지출,15000,식비,카페
2025-05-09,지출,10000,식비,편의점
2025-05-11,지출,20000,식비,점심
2025-05-13,지출,5000,교통,버스
2025-05-15,지출,120000,쇼핑,반팔 티셔츠
2025-05-18,지출,45000,쇼핑,화장품
2025-05-20,지출,15000,기타,영화
2025-05-23,지출,35000,쇼핑,액세서리
2025-05-26,지출,28000,식비,배달음식
2025-05-30,지출,10000,식비,카페
2025-06-05,수입,300000,용돈,부모님 용돈
2025-06-10,수입,500000,월급,단기 알바비
2025-06-07,지출,18000,식비,카페
2025-06-09,지출,10000,식비,편의점
2025-06-11,지출,25000,식비,점심
2025-06-13,지출,5000,교통,버스
2025-06-15,지출,180000,쇼핑,여름 원피스
2025-06-18,지출,60000,쇼핑,화장품
2025-06-20,지출,30000,기타,네일
2025-06-23,지출,45000,쇼핑,액세서리
2025-06-27,지출,35000,식비,배달음식
2025-06-30,지출,12000,식비,카페
2025-07-05,수입,300000,용돈,부모님 용돈
2025-07-07,지출,20000,식비,카페
2025-07-09,지출,12000,식비,편의점
2025-07-11,지출,25000,식비,점심
2025-07-13,지출,5000,교통,버스
2025-07-15,지출,250000,쇼핑,수영복
2025-07-18,지출,70000,쇼핑,여행용 화장품
2025-07-20,지출,35000,기타,네일
2025-07-22,지출,80000,쇼핑,여름 의류
2025-07-25,지출,40000,식비,배달음식
2025-07-29,지출,15000,식비,카페
2025-08-05,수입,300000,용돈,부모님 용돈
2025-08-07,지출,18000,식비,카페
2025-08-09,지출,12000,식비,편의점
2025-08-11,지출,25000,식비,점심
2025-08-13,지출,5000,교통,버스
2025-08-15,지출,220000,쇼핑,가을 옷
2025-08-18,지출,50000,쇼핑,화장품
2025-08-20,지출,20000,기타,영화
2025-08-22,지출,40000,쇼핑,액세서리
2025-08-25,지출,35000,식비,배달음식
2025-08-29,지출,12000,식비,카페
2025-09-05,수입,300000,용돈,부모님 용돈
2025-09-07,지출,18000,식비,카페
2025-09-09,지출,10000,식비,편의점
2025-09-11,지출,22000,식비,점심
2025-09-13,지출,5000,교통,버스
2025-09-15,지출,180000,쇼핑,가을 옷
2025-09-18,지출,50000,쇼핑,화장품
2025-09-20,지출,20000,기타,영화
2025-09-23,지출,30000,쇼핑,액세서리
2025-09-27,지출,30000,식비,배달음식
2025-09-30,지출,12000,식비,카페
2025-10-05,수입,300000,용돈,부모님 용돈
2025-10-07,지출,18000,식비,카페
2025-10-09,지출,12000,식비,편의점
2025-10-11,지출,25000,식비,점심
2025-10-13,지출,5000,교통,버스
2025-10-15,지출,220000,쇼핑,후드티
2025-10-18,지출,60000,쇼핑,화장품
2025-10-20,지출,25000,기타,네일
2025-10-22,지출,40000,쇼핑,가방
2025-10-25,지출,35000,식비,배달음식
2025-10-29,지출,15000,식비,카페
2025-11-05,수입,300000,용돈,부모님 용돈
2025-11-20,수입,300000,월급,알바비
2025-11-07,지출,20000,식비,카페
2025-11-09,지출,12000,식비,편의점
2025-11-11,지출,25000,식비,점심
2025-11-13,지출,5000,교통,버스
2025-11-15,지출,280000,쇼핑,겨울 코트
2025-11-18,지출,70000,쇼핑,화장품
2025-11-20,지출,30000,기타,네일
2025-11-23,지출,50000,쇼핑,부츠
2025-11-27,지출,40000,식비,배달음식
2025-11-30,지출,15000,식비,카페
2025-12-05,수입,300000,용돈,부모님 용돈
2025-12-07,지출,25000,식비,카페
2025-12-09,지출,15000,식비,편의점
2025-12-11,지출,30000,식비,점심
2025-12-13,지출,5000,교통,버스
2025-12-15,지출,350000,쇼핑,크리스마스 선물
2025-12-18,지출,80000,쇼핑,화장품
2025-12-20,지출,40000,기타,네일
2025-12-22,지출,60000,쇼핑,겨울 의류
2025-12-27,지출,50000,식비,배달음식
2025-12-30,지출,20000,식비,카페
2026-01-05,수입,300000,용돈,부모님 용돈
2026-01-07,지출,15000,식비,카페
2026-01-10,지출,5000,교통,버스
2026-01-14,지출,120000,쇼핑,후드티
2026-01-18,지출,30000,쇼핑,화장품
2026-01-22,지출,20000,기타,영화
2026-01-28,지출,25000,식비,배달음식
2026-02-05,수입,300000,용돈,부모님 용돈
2026-02-08,지출,18000,식비,카페
2026-02-10,지출,5000,교통,버스
2026-02-15,지출,150000,쇼핑,운동화
2026-02-18,지출,25000,쇼핑,화장품
2026-02-22,지출,15000,기타,영화
2026-02-27,지출,30000,식비,배달음식
2026-03-05,수입,300000,용돈,부모님 용돈
2026-03-08,지출,15000,식비,카페
2026-03-11,지출,5000,교통,버스
2026-03-15,지출,180000,쇼핑,봄옷
2026-03-18,지출,35000,쇼핑,화장품
2026-03-22,지출,20000,기타,네일
2026-03-28,지출,35000,식비,배달음식
2026-04-05,수입,300000,용돈,부모님 용돈
2026-04-10,수입,400000,월급,알바비
2026-04-08,지출,18000,식비,카페
2026-04-11,지출,5000,교통,버스
2026-04-15,지출,200000,쇼핑,여름 준비 의류
2026-04-18,지출,40000,쇼핑,화장품
2026-04-22,지출,30000,기타,네일
2026-04-28,지출,35000,식비,배달음식
2026-05-05,수입,300000,용돈,부모님 용돈
2026-05-08,지출,18000,식비,카페
2026-05-11,지출,5000,교통,버스
2026-05-15,지출,220000,쇼핑,여름 원피스
2026-05-18,지출,50000,쇼핑,화장품
2026-05-22,지출,30000,기타,영화
2026-05-28,지출,40000,식비,배달음식
2026-06-05,수입,300000,용돈,부모님 용돈
2026-06-08,지출,20000,식비,카페
2026-06-11,지출,5000,교통,버스
2026-06-15,지출,180000,쇼핑,반팔 의류
2026-06-19,지출,30000,기타,네일
