2025-01-05,수입,2500000,월급,
2025-01-20,수입,200000,용돈,부모님 지원
2025-01-06,지출,180000,식비,이마트 장보기
2025-01-08,지출,15000,식비,카페
2025-01-10,지출,25000,식비,점심 외식
2025-01-12,지출,10000,교통,버스 충전
2025-01-15,지출,220000,쇼핑,겨울 코트
2025-01-17,지출,45000,쇼핑,화장품
2025-01-19,지출,30000,쇼핑,생활용품
2025-01-24,지출,40000,기타,병원
2025-01-28,지출,70000,식비,가족 외식
2025-01-30,지출,10000,식비,카페
2025-02-05,수입,2500000,월급,
2025-02-07,지출,200000,식비,코스트코 장보기
2025-02-09,지출,12000,식비,카페
2025-02-10,지출,28000,식비,점심 외식
2025-02-13,지출,10000,교통,버스 충전
2025-02-15,지출,180000,쇼핑,운동화
2025-02-18,지출,60000,쇼핑,화장품
2025-02-20,지출,25000,쇼핑,생활용품
2025-02-23,지출,50000,기타,약국
2025-02-26,지출,80000,식비,가족 외식
2025-02-28,지출,10000,식비,카페
2025-03-05,수입,2500000,월급,
2025-03-08,지출,220000,식비,장보기
2025-03-09,지출,15000,식비,카페
2025-03-11,지출,30000,식비,점심 외식
2025-03-14,지출,12000,교통,버스 충전
2025-03-16,지출,250000,쇼핑,봄 자켓
2025-03-18,지출,50000,쇼핑,화장품
2025-03-20,지출,35000,쇼핑,생활용품
2025-03-23,지출,50000,기타,병원
2025-03-27,지출,90000,식비,가족 외식
2025-03-30,지출,12000,식비,카페
2025-04-05,수입,2500000,월급,
2025-04-07,지출,210000,식비,장보기
2025-04-09,지출,15000,식비,카페
2025-04-10,지출,30000,식비,점심 외식
2025-04-13,지출,12000,교통,버스 충전
2025-04-16,지출,300000,쇼핑,가방
2025-04-18,지출,70000,쇼핑,화장품
2025-04-20,지출,30000,쇼핑,생활용품
2025-04-23,지출,40000,기타,약국
2025-04-27,지출,100000,식비,가족 외식
2025-04-30,지출,12000,식비,카페
2025-05-05,수입,2500000,월급,
2025-05-07,지출,230000,식비,이마트 장보기
2025-05-09,지출,15000,식비,카페
2025-05-11,지출,30000,식비,점심 외식
2025-05-14,지출,12000,교통,버스 충전
2025-05-16,지출,280000,쇼핑,여름 원피스
2025-05-18,지출,80000,쇼핑,화장품
2025-05-20,지출,35000,쇼핑,생활용품
2025-05-23,지출,50000,기타,병원
2025-05-27,지출,95000,식비,가족 외식
2025-05-30,지출,12000,식비,카페
2025-06-05,수입,2500000,월급,
2025-06-20,수입,150000,용돈,친척 용돈
2025-06-07,지출,240000,식비,코스트코 장보기
2025-06-09,지출,15000,식비,카페
2025-06-11,지출,28000,식비,점심 외식
2025-06-14,지출,12000,교통,버스 충전
2025-06-16,지출,320000,쇼핑,여름 옷
2025-06-18,지출,70000,쇼핑,화장품
2025-06-21,지출,40000,쇼핑,생활용품
2025-06-24,지출,60000,기타,약국
2025-06-27,지출,100000,식비,가족 외식
2025-06-30,지출,12000,식비,카페
2025-07-05,수입,2500000,월급,
2025-07-07,지출,250000,식비,장보기
2025-07-09,지출,18000,식비,카페
2025-07-11,지출,32000,식비,점심 외식
2025-07-14,지출,15000,교통,버스 충전
2025-07-16,지출,350000,쇼핑,샌들
2025-07-18,지출,90000,쇼핑,화장품
2025-07-20,지출,45000,쇼핑,생활용품
2025-07-23,지출,50000,기타,병원
2025-07-27,지출,110000,식비,가족 외식
2025-07-30,지출,15000,식비,카페
2025-08-05,수입,2500000,월급,
2025-08-07,지출,270000,식비,휴가 장보기
2025-08-09,지출,18000,식비,카페
2025-08-11,지출,35000,식비,점심 외식
2025-08-14,지출,15000,교통,버스 충전
2025-08-16,지출,400000,쇼핑,여행 옷
2025-08-18,지출,100000,쇼핑,화장품
2025-08-20,지출,50000,쇼핑,생활용품
2025-08-23,지출,120000,기타,여행 경비
2025-08-27,지출,120000,식비,가족 외식
2025-08-30,지출,15000,식비,카페
2025-09-05,수입,2500000,월급,
2025-09-07,지출,230000,식비,이마트 장보기
2025-09-09,지출,15000,식비,카페
2025-09-11,지출,30000,식비,점심 외식
2025-09-14,지출,12000,교통,버스 충전
2025-09-16,지출,260000,쇼핑,가을 옷
2025-09-18,지출,80000,쇼핑,화장품
2025-09-20,지출,40000,쇼핑,생활용품
2025-09-23,지출,50000,기타,약국
2025-09-27,지출,100000,식비,가족 외식
2025-09-30,지출,12000,식비,카페
2025-10-05,수입,2500000,월급,
2025-10-07,지출,240000,식비,코스트코 장보기
2025-10-09,지출,16000,식비,카페
2025-10-11,지출,30000,식비,점심 외식
2025-10-14,지출,12000,교통,버스 충전
2025-10-16,지출,300000,쇼핑,가을 자켓
2025-10-18,지출,90000,쇼핑,화장품
2025-10-20,지출,45000,쇼핑,생활용품
2025-10-23,지출,60000,기타,병원
2025-10-27,지출,105000,식비,가족 외식
2025-10-30,지출,15000,식비,카페
2025-11-05,수입,2500000,월급,
2025-11-20,수입,200000,용돈,명절 용돈
2025-11-07,지출,260000,식비,장보기
2025-11-09,지출,18000,식비,카페
2025-11-11,지출,35000,식비,점심 외식
2025-11-14,지출,15000,교통,버스 충전
2025-11-16,지출,380000,쇼핑,겨울 코트
2025-11-18,지출,120000,쇼핑,화장품
2025-11-20,지출,60000,쇼핑,생활용품
2025-11-23,지출,80000,기타,병원
2025-11-27,지출,120000,식비,가족 외식
2025-11-30,지출,15000,식비,카페
2025-12-05,수입,2500000,월급,
2025-12-07,지출,300000,식비,연말 장보기
2025-12-09,지출,20000,식비,카페
2025-12-11,지출,40000,식비,점심 외식
2025-12-14,지출,15000,교통,버스 충전
2025-12-16,지출,500000,쇼핑,연말 선물
2025-12-18,지출,150000,쇼핑,화장품
2025-12-20,지출,80000,쇼핑,생활용품
2025-12-23,지출,120000,기타,경조사비
2025-12-27,지출,150000,식비,가족 외식
2025-12-30,지출,18000,식비,카페
2026-01-05,수입,2500000,월급,
2026-01-07,지출,220000,식비,코스트코 장보기
2026-01-10,지출,15000,교통,버스 충전
2026-01-14,지출,180000,쇼핑,겨울 의류
2026-01-18,지출,60000,쇼핑,화장품
2026-01-22,지출,50000,기타,병원
2026-01-28,지출,90000,식비,가족 외식
2026-02-05,수입,2500000,월급,
2026-02-07,지출,230000,식비,이마트 장보기
2026-02-10,지출,15000,교통,버스 충전
2026-02-15,지출,200000,쇼핑,운동화
2026-02-18,지출,50000,쇼핑,화장품
2026-02-21,지출,30000,기타,약국
2026-02-27,지출,100000,식비,외식
2026-03-05,수입,2500000,월급,
2026-03-08,지출,240000,식비,장보기
2026-03-11,지출,15000,교통,버스 충전
2026-03-15,지출,220000,쇼핑,봄 자켓
2026-03-18,지출,70000,쇼핑,화장품
2026-03-22,지출,50000,기타,병원
2026-03-28,지출,100000,식비,외식
2026-04-05,수입,2500000,월급,
2026-04-08,지출,250000,식비,장보기
2026-04-11,지출,15000,교통,버스 충전
2026-04-15,지출,250000,쇼핑,가방
2026-04-18,지출,80000,쇼핑,화장품
2026-04-22,지출,40000,기타,약국
2026-04-28,지출,110000,식비,가족 외식
2026-05-05,수입,2500000,월급,
2026-05-08,지출,240000,식비,장보기
2026-05-11,지출,15000,교통,버스 충전
2026-05-15,지출,280000,쇼핑,여름 의류
2026-05-18,지출,70000,쇼핑,화장품
2026-05-22,지출,50000,기타,병원
2026-05-28,지출,110000,식비,외식
2026-06-05,수입,2500000,월급,
2026-06-08,지출,250000,식비,장보기
2026-06-11,지출,15000,교통,버스 충전
2026-06-15,지출,250000,쇼핑,여름 원피스
2026-06-19,지출,50000,기타,생활용품
